400	    0.49806			0.57198			2.07278			0.09876			0.21414			0.09032			0.05554		
800	    2.06518			2.25388			9.5279			0.23446			0.43468			0.29594			0.10554		
1200	4.92102			5.11928			21.3638			0.38412			0.672			0.54116			0.2711		
1600	9.3416			8.97836			38.2563			0.5806			0.92798			0.47662			0.28218		
2000	13.2949			14.1444			60.5371			0.77004			1.15276			0.8596			0.33586		
2400	19.32			20.1967			87.7126			0.89638			1.3872			0.9026			0.41524		
2800	27.864			27.3202			125.389			1.13194			1.67092			1.40168			0.49026		
3200	36.2812			37.9667			164.665			1.33932			2.02442			1.16038			0.60356		
3600	43.9198			46.8466			202.443			1.49684			2.18422			1.32942			0.6212		
4000	56.6481			55.8576			252.447			1.71684			2.46702			1.39094			0.69976		
4400	65.5226			67.6695			304.294			1.86252			2.69924			1.76028			0.76618		
4800	80.8068			80.2869			374.295			2.1524			2.9192			1.97358			0.82042		
5200	92.5833			94.4053			427.742			2.30818			3.19894			2.67074			0.89758		
5600	108.821			109.58			507.942			2.6212			3.4862			2.35638			0.96604		
6000	125.794			125.434			556.54			2.90124			3.6381			3.06548			1.03862		
6400	133.778			144.005			625.177			3.03318			4.043			2.32168			1.13518		
6800	163.77			162.287			724.222			3.30132			4.20618			2.99794			1.17534		
7200	180.981			180.678			796.899			3.45844			4.56036			3.1825			1.24888		
7600	200.705			200.919			887.702			3.60148			4.66276			3.16836			1.33184		
8000	225.6			223.239			1035.75			3.93152			5.04858			3.4995			1.43568		
8400	229.132			247.243			1098.2			4.07604			5.34738			3.90536			1.4739		
8800	272.245			270.721			1193.92			4.32198			5.60604			3.24092			1.55354		
9200	300.916			296.901			1340.47			4.72592			5.8145			3.8668			1.59256		
9600	297.681			322.164			1447.95			5.50164			6.76648			3.69018			1.6896		
10000	359			    349.978			1572.17			5.18816			6.28972			4.08512			1.75942		
