400	    1.09468			0.59212			2.78078			0.11042			0.24196			0.09406			0.05174		
800	    3.77418			2.30826			11.36			0.2581			0.45304			0.20208			0.1187		
1200	8.91044			5.13442			26.2005			0.44516			0.78492			0.3039			0.20106		
1600	16.0264			9.16388			45.2937			0.5858			0.95594			0.49936			0.28076		
2000	29.1293			13.9392			72.4632			0.89794			1.24622			0.5847			0.35432		
2400	35.5002			20.0619			103.997			0.98992			1.61294			0.75276			0.40884		
2800	50.5922			27.4391			145.514			1.22066			1.73102			0.80732			0.48272		
3200	65.1743			36.8555			187.724			1.39454			1.97906			0.90832			0.54622		
3600	82.963			46.7302			239.182			1.62672			2.21308			1.25282			0.61758		
4000	99.6351			55.6497			299.292			1.9083			2.52156			1.21066			0.71876		
4400	128.294			69.7013			356.524			2.10652			2.77798			1.3998			0.75704		
4800	144.082			80.0983			402.766			2.3163			3.0625			1.52114			0.84252		
5200	173.019			94.1047			486.956			2.62138			3.384			1.68608			0.89466		
5600	189.018			109.066			553.317			2.79746			3.7635			1.79198			0.9815		
6000	237.641			125.522			667.796			2.96256			3.83552			1.97954			1.1052		
6400	256.973			152.514			741.177			3.25812			4.14508			2.08548			1.11988		
6800	298.336			160.709			821.762			3.4645			4.47184			2.09914			1.1733		
7200	329.887			179.847			919.676			3.66098			4.73896			2.37008			1.32866		
7600	379.229			212.942			1049.23			4.20214			4.98994			2.16888			1.31964		
8000	403.898			233.592			1177.75			4.29936			5.2418			2.75972			1.42022		
8400	461.245			245.087			1275.87			4.52608			5.55186			2.56604			1.48028		
8800	492.397			270.694			1411.38			4.9358			5.89104			3.0495			1.54726		
9200	542.369			294.698			1546.82			4.87876			6.20328			3.10342			1.58738		
9600	588.047			321.731			1656.14			5.53244			6.40596			3.17824			1.78188		
10000	634.562			348.852			1785.18			5.66072			7.50132			3.26712			1.8505		
